"","value","L1"
"2481","
			
			
			
				어메이징 스파이더맨
			
			
			1편이랑 스토리는 똑같는데 내용이없어 재미도없고 
			
			
			
				
				
				
				신고
			
			
			",249
"2482","
			
			
			
				어메이징 스파이더맨
			
			
			그전시리즈보다 더 재밌게 봤네요 
			
			
			
				
				
				
				신고
			
			
			",249
"2483","
			
			
			
				어메이징 스파이더맨
			
			
			기대하지않고봤는데 아쉬운점몇가지빼고 정말재미있게감상했습니다 
			
			
			
				
				
				
				신고
			
			
			",249
"2484","
			
			
			
				어메이징 스파이더맨
			
			
			예상외로 지루하지 않앗다 
			
			
			
				
				
				
				신고
			
			
			",249
"2485","
			
			
			
				어메이징 스파이더맨
			
			
			정말정말정말 재밌었지만 전에 시리즈와 내용이 거의 비슷하네요;;그래도 정말 재밌었어요!! 
			
			
			
				
				
				
				신고
			
			
			",249
"2486","
			
			
			
				어메이징 스파이더맨
			
			
			새로운시리즈 전 시리즈보다 별로인 이유는 뭐지. 
			
			
			
				
				
				
				신고
			
			
			",249
"2487","
			
			
			
				어메이징 스파이더맨
			
			
			짱!!!!! 
			
			
			
				
				
				
				신고
			
			
			",249
"2488","
			
			
			
				어메이징 스파이더맨
			
			
			1편부터다보신분은 안보는거추천 ... 진짜 뻔함 ...내친구는잼께봣다고하는데 난왤캐재미없는지 ..ㅇ구구구.. 
			
			
			
				
				
				
				신고
			
			
			",249
"2489","
			
			
			
				어메이징 스파이더맨
			
			
			넘넘 재미있어요. 주인공들 연기도 나쁘지 않고..... 스토리가 엉성한 부분이 없네요.. 강추합니다!!!!! 
			
			
			
				
				
				
				신고
			
			
			",249
"2490","
			
			
			
				어메이징 스파이더맨
			
			
			바뀐건 악당뿐 1편이랑 거의 똑같아 돈아까운영화 
			
			
			
				
				
				
				신고
			
			
			",249
"2491","
			
			
			
				어메이징 스파이더맨
			
			
			진짜 쩔어요... 
			
			
			
				
				
				
				신고
			
			
			",250
"2492","
			
			
			
				어메이징 스파이더맨
			
			
			완전짱짱짱재밋다!!!!!!!! 
			
			
			
				
				
				
				신고
			
			
			",250
"2493","
			
			
			
				어메이징 스파이더맨
			
			
			별로기대안하고본건데 재밌었음!! 가필드 진짜멋있고,엠마 스톤진짜예쁘게나온거같다 
			
			
			
				
				
				
				신고
			
			
			",250
"2494","
			
			
			
				어메이징 스파이더맨
			
			
			별로...? 잼나긴 한데 바뀐 건 악당뿐? 근데 여주는 정말 예쁘고 남주도 괜찮은데... 바뀐 건 없는듯.. 
			
			
			
				
				
				
				신고
			
			
			",250
"2495","
			
			
			
				어메이징 스파이더맨
			
			
			일단 새로운 시리즈가 탄생해서 좋고 하지만. 남자주인공별로다 가필드가 연기잘하지만 그래도 토비보다는 부족하면이 있고 오버 스러운 연기가 조금은 마음에 안들고 하지만. 여주인공은 괜찮다 던스트 보다 엠마가 낮고 일단 액션이 늘어좋고 추천할만 하다 
			
			
			
				
				
				
				신고
			
			
			",250
"2496","
			
			
			
				어메이징 스파이더맨
			
			
			나야 정말 재미있게 봤다!! 
			
			
			
				
				
				
				신고
			
			
			",250
"2497","
			
			
			
				어메이징 스파이더맨
			
			
			연가시 어제봤는데 연가시솔직히재미없었는데 스파이더맨 대박임;;진짜 대박 다음편나온다면 얼른나오기를 !!!!! 
			
			
			
				
				
				
				신고
			
			
			",250
"2498","
			
			
			
				어메이징 스파이더맨
			
			
			엠마스톤 개이쁨!! 사랑해요ㅠㅠ 
			
			
			
				
				
				
				신고
			
			
			",250
"2499","
			
			
			
				어메이징 스파이더맨
			
			
			진짜 재미있어요!! 강추!! 
			
			
			
				
				
				
				신고
			
			
			",250
"2500","
			
			
			
				어메이징 스파이더맨
			
			
			토비도 좋지만 앤드류도 좋음ㅎ 
			
			
			
				
				
				
				신고
			
			
			",250
"2501","
			
			
			
				어메이징 스파이더맨
			
			
			아.. 주인공바꿔서 아쉽다. 근데잼있음 또 바뀌면 나 안볼꺼야 !!!!!!!!!!!!!! 절대루 !!!!! 
			
			
			
				
				
				
				신고
			
			
			",251
"2502","
			
			
			
				어메이징 스파이더맨
			
			
			짱!!!! 
			
			
			
				
				
				
				신고
			
			
			",251
"2503","
			
			
			
				어메이징 스파이더맨
			
			
			별루다 현실적으로 유치 
			
			
			
				
				
				
				신고
			
			
			",251
"2504","
			
			
			
				어메이징 스파이더맨
			
			
			진짜 재미 있음 꼭 보삼 
			
			
			
				
				
				
				신고
			
			
			",251
"2505","
			
			
			
				어메이징 스파이더맨
			
			
			아이고 유치해라~ 이론  개인적인 생각이지만 공감 많을듯 
			
			
			
				
				
				
				신고
			
			
			",251
"2506","
			
			
			
				어메이징 스파이더맨
			
			
			안보면 후회합니다 연가시 보지말고 이거 보세용ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",251
"2507","
			
			
			
				어메이징 스파이더맨
			
			
			친구들 반응이 너무 극과극이여서 큰 기대는 안하고 봤는데 주인공도 잘생기고 스토리 발상도 좋았다. 아쉬웠던건 스토리가 너무 빠르게 전개된다. 초반에 너무 질질 끌음 
			
			
			
				
				
				
				신고
			
			
			",251
"2508","
			
			
			
				어메이징 스파이더맨
			
			
			가족들과 기대안하고본 영화..!3D로 봤는데 기대이상으로 재밌었다! 과연! 
			
			
			
				
				
				
				신고
			
			
			",251
"2509","
			
			
			
				어메이징 스파이더맨
			
			
			오늘 보고 왔는데 재밌네요. 조금 유치하고 단순한면도 있지만 러브씬도 있어서 여자친구랑 보기 좋네요. 재밌게 잘 봤습니다^^ 
			
			
			
				
				
				
				신고
			
			
			",251
"2510","
			
			
			
				어메이징 스파이더맨
			
			
			솔직히 말해 전개의 억지가 만이 잇엇고 실망햇지만 이정도면 후하게 주는거라생각함 
			
			
			
				
				
				
				신고
			
			
			",251
"2511","
			
			
			
				어메이징 스파이더맨
			
			
			good~!!! 
			
			
			
				
				
				
				신고
			
			
			",252
"2512","
			
			
			
				어메이징 스파이더맨
			
			
			good~!!! 
			
			
			
				
				
				
				신고
			
			
			",252
"2513","
			
			
			
				어메이징 스파이더맨
			
			
			쌓아올린 샘레이미 3부작 '빌딩'을 부시고 '빌라'로 다시 지은 느낌, 하지만 액션만은 볼만했다. 
			
			
			
				
				
				
				신고
			
			
			",252
"2514","
			
			
			
				어메이징 스파이더맨
			
			
			OO 애들 존나 떠들어 
			
			
			
				
				
				
				신고
			
			
			",252
"2515","
			
			
			
				어메이징 스파이더맨
			
			
			냉정하게 낸 점수다. 우선 원조 스파이더맨 1과 스토리는 거의 같다고 볼수잇지만 촌티를 벗은 남자 주인공의 핸섬한 외모로 보는 내내 즐거웟다. 뭐 각자의 취향이겟지맘 남자분들을 지루할수 잇을듯!? 
			
			
			
				
				
				
				신고
			
			
			",252
"2516","
			
			
			
				어메이징 스파이더맨
			
			
			시간낭비 돈낭비  보다 나왓슴 최악최악 
			
			
			
				
				
				
				신고
			
			
			",252
"2517","
			
			
			
				어메이징 스파이더맨
			
			
			캐릭터들이 다 너무 매력있네요 ㅜㅜ 
			
			
			
				
				
				
				신고
			
			
			",252
"2518","
			
			
			
				어메이징 스파이더맨
			
			
			좀유치하긴했지만 진짜재밌고 스릴 짱이엇음 
			
			
			
				
				
				
				신고
			
			
			",252
"2519","
			
			
			
				어메이징 스파이더맨
			
			
			3D가3D갔지않았음 
			
			
			
				
				
				
				신고
			
			
			",252
"2520","
			
			
			
				어메이징 스파이더맨
			
			
			진짜 최고로, 스릴있고 재미있음 강추! 
			
			
			
				
				
				
				신고
			
			
			",252
"2521","
			
			
			
				어메이징 스파이더맨
			
			
			재밌는데 컨디션이 안 좋아서 내용도 집중안되고.. 스케일은 음... 
			
			
			
				
				
				
				신고
			
			
			",253
"2522","
			
			
			
				어메이징 스파이더맨
			
			
			완전잼잇음~ 
			
			
			
				
				
				
				신고
			
			
			",253
"2523","
			
			
			
				어메이징 스파이더맨
			
			
			3D IMAX 맛본사람은 3D디지털 못본다(광주임) 뻔한스토리지만 잘만들었고 여배우인형같네 
			
			
			
				
				
				
				신고
			
			
			",253
"2524","
			
			
			
				어메이징 스파이더맨
			
			
			내용은 재탕이지만 볼만했던 영화였음 7점대 수준은 아닌 듯한데... 
			
			
			
				
				
				
				신고
			
			
			",253
"2525","
			
			
			
				어메이징 스파이더맨
			
			
			완전 재밌음!!!!! 
			
			
			
				
				
				
				신고
			
			
			",253
"2526","
			
			
			
				어메이징 스파이더맨
			
			
			그럭저럭 볼만함 
			
			
			
				
				
				
				신고
			
			
			",253
"2527","
			
			
			
				어메이징 스파이더맨
			
			
			전편들에 비해 별로라는 평에 공감할수 없다. 킬링타임용이라고해도 어메이징스파이더맨이 그래도 덜 유치했다 
			
			
			
				
				
				
				신고
			
			
			",253
"2528","
			
			
			
				어메이징 스파이더맨
			
			
			내가본영화중에최고다!! 
			
			
			
				
				
				
				신고
			
			
			",253
"2529","
			
			
			
				어메이징 스파이더맨
			
			
			그냥 딱 전형적인 할리우드 액션영화ㅎㅎ 나름 볼만함 그냥 어중이 떠중이 영화 보느니 이런게 차라리 돈 안아깝고 재밌져ㅎㅎ 
			
			
			
				
				
				
				신고
			
			
			",253
"2530","
			
			
			
				어메이징 스파이더맨
			
			
			말이 필요없는 4D용 영화! 뻔한 히어로 물이라고 해도 긴박감 넘치는 4D효과에 러닝타임 내내 긴장을 늦출수가 없었다. 개인적으로 1,2편을 안보고 어메이징 편을 봤기 때문에 더욱더 새롭고 재밌었을지도 모른다. 나는 10점 만점에 20점도 주고싶다. 
			
			
			
				
				
				
				신고
			
			
			",253
"2531","
			
			
			
				어메이징 스파이더맨
			
			
			완전 대박~!!!!!!!!!!!!!!! 완전 재밌구, 눈정화~!!!! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",254
"2532","
			
			
			
				어메이징 스파이더맨
			
			
			피터파커 개잘생김 
			
			
			
				
				
				
				신고
			
			
			",254
"2533","
			
			
			
				어메이징 스파이더맨
			
			
			그냥 여자들은 전작보다 나은게 얼굴밖에 없다고 말한다. 그리고 남자들도 별반 다를게 없는게 엠마스톤때문에 별점주는것 같다.... 얼굴빼면 남는게 없는 영화 
			
			
			
				
				
				
				신고
			
			
			",254
"2534","
			
			
			
				어메이징 스파이더맨
			
			
			전작을 능욕한 볼품없는 작품. 히어로무비를 별볼일없는 로맨스무비로 변화시켰다. 
			
			
			
				
				
				
				신고
			
			
			",254
"2535","
			
			
			
				어메이징 스파이더맨
			
			
			야 나 알바거든 그래서 1점주는거니까 뭐라하지마라 
			
			
			
				
				
				
				신고
			
			
			",254
"2536","
			
			
			
				어메이징 스파이더맨
			
			
			2나 나와라 
			
			
			
				
				
				
				신고
			
			
			",254
"2537","
			
			
			
				어메이징 스파이더맨
			
			
			아직도 이전 시리즈가 생생한데 너무 리부트가 빨랐다 
			
			
			
				
				
				
				신고
			
			
			",254
"2538","
			
			
			
				어메이징 스파이더맨
			
			
			헬프에 이어 스파이더맨까지 역시 엠마스톤!!!!! 
			
			
			
				
				
				
				신고
			
			
			",254
"2539","
			
			
			
				어메이징 스파이더맨
			
			
			앤드류의 귀여운 스파이더맨에 홀딱~~8점 이상! 
			
			
			
				
				
				
				신고
			
			
			",254
"2540","
			
			
			
				어메이징 스파이더맨
			
			
			잼없어 1편을 리메이크한건데 재미가없어~~~ 
			
			
			
				
				
				
				신고
			
			
			",254
"2541","
			
			
			
				어메이징 스파이더맨
			
			
			볼거리가 화려한 오락영화로는 최고~ 스토리는 전편을 복습하는거라 뻔하지만 비쥬얼은 역시 요즘 젊은이들이 좋아할만하게 바뀐것과 스파이더맨으로 변신하는 과정이 현실적이어서 좋았던것 같네요..나이든 토비가 20대 스파이더맨을 하기엔 좀 무리가 있겠죠..^^ 
			
			
			
				
				
				
				신고
			
			
			",255
"2542","
			
			
			
				어메이징 스파이더맨
			
			
			넌 착한 아이야...? 마냥 착하고 귀엽기만한 성장용 '스파이더맨' 
			
			
			
				
				
				
				신고
			
			
			",255
"2543","
			
			
			
				어메이징 스파이더맨
			
			
			이 영화는 환호와감격없이는 볼수없는 영화이다. 스파이더맨의 액션력은 액션가면을 뛰어넘을정도로 훌륭하다.  가필드의 스파이더맨은 박수를 주지않을수없다.  스파이더맨1,2를 재구성해서 내용이뻔할줄알았더니 정말 뻔하다 엠마스톤은 정말 이쁘다 
			
			
			
				
				
				
				신고
			
			
			",255
"2544","
			
			
			
				어메이징 스파이더맨
			
			
			좀 실망했다 기대많이햇는데 
			
			
			
				
				
				
				신고
			
			
			",255
"2545","
			
			
			
				어메이징 스파이더맨
			
			
			앤드류 가필드 너무 멋있다~~! 전보다 훨씬 나은듯 
			
			
			
				
				
				
				신고
			
			
			",255
"2546","
			
			
			
				어메이징 스파이더맨
			
			
			4D관람~솔직히 실망했다~기존시리즈가 훨낫다~선악구도의 개연성부족~질질끄는 런닝타임도~ㅠ 
			
			
			
				
				
				
				신고
			
			
			",255
"2547","
			
			
			
				어메이징 스파이더맨
			
			
			이전시리즈들보다 훨 낫다 
			
			
			
				
				
				
				신고
			
			
			",255
"2548","
			
			
			
				어메이징 스파이더맨
			
			
			어처구니없는 스파이더맨 
			
			
			
				
				
				
				신고
			
			
			",255
"2549","
			
			
			
				어메이징 스파이더맨
			
			
			예전부터 엄청난 팬이였는데 기대한만큼 너무 재미있었어요 ㅋㅋㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",255
"2550","
			
			
			
				어메이징 스파이더맨
			
			
			감동적이고 멋지고 액션은 시원하고 스릴있고 스파이더맨 잘생겼고~ㅋㅋ 암튼 최근 본 영화중에 최고! 
			
			
			
				
				
				
				신고
			
			
			",255
"2551","
			
			
			
				어메이징 스파이더맨
			
			
			완전 재밌던데 ㅋㅋ 기대하고 봤던 어벤져스보다 훨나았음 
			
			
			
				
				
				
				신고
			
			
			",256
"2552","
			
			
			
				어메이징 스파이더맨
			
			
			기대이상이었다. 하지만 러브러브가 너무 잦아서 이 영화가 로맨틱 코미디인지 착각하게 만들었다. 
			
			
			
				
				
				
				신고
			
			
			",256
"2553","
			
			
			
				어메이징 스파이더맨
			
			
			연가시 보지말고 이거봐라.... 
			
			
			
				
				
				
				신고
			
			
			",256
"2554","
			
			
			
				어메이징 스파이더맨
			
			
			스릴은 만점~ 그런데 내용이 약간 모자라달까? 배우도 나름 좋았다* 
			
			
			
				
				
				
				신고
			
			
			",256
"2555","
			
			
			
				어메이징 스파이더맨
			
			
			잼미있어요 
			
			
			
				
				
				
				신고
			
			
			",256
"2556","
			
			
			
				어메이징 스파이더맨
			
			
			감동있는영화 
			
			
			
				
				
				
				신고
			
			
			",256
"2557","
			
			
			
				어메이징 스파이더맨
			
			
			최고ㅎㅎ갠적으로어벤져스보다재밌었다 
			
			
			
				
				
				
				신고
			
			
			",256
"2558","
			
			
			
				어메이징 스파이더맨
			
			
			이거 마지막에 악당이  스파이더맨 떨어지는거 잡아줌. 
			
			
			
				
				
				
				신고
			
			
			",256
"2559","
			
			
			
				어메이징 스파이더맨
			
			
			유치뽕 
			
			
			
				
				
				
				신고
			
			
			",256
"2560","
			
			
			
				어메이징 스파이더맨
			
			
			액션도 재밌었고 웃움도 있고 암튼 짱 댓글 잘 안다는데.. 내가 느낀 재미에 비해 점수가 낮은감이 있어서.. 
			
			
			
				
				
				
				신고
			
			
			",256
"2561","
			
			
			
				어메이징 스파이더맨
			
			
			최악의 영화 
			
			
			
				
				
				
				신고
			
			
			",257
"2562","
			
			
			
				어메이징 스파이더맨
			
			
			사람마다 취향이 다르겠지만 저에겐 금년도 최고의 영화였습니다. 평점 그리 낮은건 아니지만 솔직히 저 점수도 이해가 안되네요. 그리고 예전스파이더맨이랑 틀립니다. 
			
			
			
				
				
				
				신고
			
			
			",257
"2563","
			
			
			
				어메이징 스파이더맨
			
			
			리부트 되면서 배우도 괜찮아진거같고 스토리도 나름 구색이 잘 갖춰진거같다 비주얼쪽으로는 손색이없는듯하다 
			
			
			
				
				
				
				신고
			
			
			",257
"2564","
			
			
			
				어메이징 스파이더맨
			
			
			이 정도면 재밌는 걸로~~ 
			
			
			
				
				
				
				신고
			
			
			",257
"2565","
			
			
			
				어메이징 스파이더맨
			
			
			꼭 봐야할만큼 재밌습니다 마지막에 약속을 지키지 않는 모습에 설렜네요 ㅋ 
			
			
			
				
				
				
				신고
			
			
			",257
"2566","
			
			
			
				어메이징 스파이더맨
			
			
			어벤져스 여친이랑 보다나옴. 여친이랑 이거 끝까지 아주잼께봄. 단, 앞부분스토리전개 넘빠르고, 스파이더맨 되는과정이 좀 부실(글케쉽게되면 딴사람도 많이물렷을듯) 
			
			
			
				
				
				
				신고
			
			
			",257
"2567","
			
			
			
				어메이징 스파이더맨
			
			
			나도 재밌었댜!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 
			
			
			
				
				
				
				신고
			
			
			",257
"2568","
			
			
			
				어메이징 스파이더맨
			
			
			어메이징 할줄 알고 본다면 실망하실테고 그 전에 스파이더맨을 쭉 보신분이라면 처음부터 다시보는 지루함을 느끼실테지요. 처음보는 사람들은 만족하실듯 
			
			
			
				
				
				
				신고
			
			
			",257
"2569","
			
			
			
				어메이징 스파이더맨
			
			
			ㄷ둘이 ㅅㅏ귀는건 빼고 다 좋다ㅋㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",257
"2570","
			
			
			
				어메이징 스파이더맨
			
			
			난재밋엇댜~ 
			
			
			
				
				
				
				신고
			
			
			",257
"2571","
			
			
			
				어메이징 스파이더맨
			
			
			명대사가 나왔다 ""사랑벌레""  나도 물렸는데.. 
			
			
			
				
				
				
				신고
			
			
			",258
"2572","
			
			
			
				어메이징 스파이더맨
			
			
			몇점을 줘야할지 모르겠다 그냥 좋았다 
			
			
			
				
				
				
				신고
			
			
			",258
"2573","
			
			
			
				어메이징 스파이더맨
			
			
			액션도 좋았지만 인물간에 갈등이나 심리같은걸 정말 잘 표현해낸것같습니다 그리고 엠마스톤 완전 매력적이고 예쁨!!!!!!!!!! 
			
			
			
				
				
				
				신고
			
			
			",258
"2574","
			
			
			
				어메이징 스파이더맨
			
			
			엉뚱한 스파이더맨... 재밌고 좋앗다. 액션 부분도 참 좋았고, 집중도도 좋았다고 생각^^ 
			
			
			
				
				
				
				신고
			
			
			",258
"2575","
			
			
			
				어메이징 스파이더맨
			
			
			완전 잼썼는뎅 
			
			
			
				
				
				
				신고
			
			
			",258
"2576","
			
			
			
				어메이징 스파이더맨
			
			
			좀더 영해진 귀여운 스파이더맨. 그러나 나머진. 
			
			
			
				
				
				
				신고
			
			
			",258
"2577","
			
			
			
				어메이징 스파이더맨
			
			
			재미난다 
			
			
			
				
				
				
				신고
			
			
			",258
"2578","
			
			
			
				어메이징 스파이더맨
			
			
			난 개인적으로 무지 재밌었음 
			
			
			
				
				
				
				신고
			
			
			",258
"2579","
			
			
			
				어메이징 스파이더맨
			
			
			스릴넘치고 재미있었어요^^ 
			
			
			
				
				
				
				신고
			
			
			",258
"2580","
			
			
			
				어메이징 스파이더맨
			
			
			억지스토리 유치한개연성 그리고 연애스토리전편들대비 약한액션..평점 10점은 알바냄새너무난다..연구실 쉽게출입과 크레인정렬과 경찰들의 행동들...유치한게 한두가지가아님..이번 마크웹 감독 앞으로 기대안할것같네요..샘레이미 감독이 훨 나았네요 
			
			
			
				
				
				
				신고
			
			
			",258
"2581","
			
			
			
				어메이징 스파이더맨
			
			
			4D로봐야됨ㅠㅠ!!!!!! 
			
			
			
				
				
				
				신고
			
			
			",259
"2582","
			
			
			
				어메이징 스파이더맨
			
			
			전편하고 많이 비슷하지만,좀 더 액션에 치중하고 앤드류 가필드가  매력적으로 다가온다. 가볍게 볼 영화인거 같다. 
			
			
			
				
				
				
				신고
			
			
			",259
"2583","
			
			
			
				어메이징 스파이더맨
			
			
			기대이상이였고 재미도 있고 스토리도 어느정도 탄탄했고 감동도 있으며 배우들도 훈훈했다. 한마디로 완전 짱!!! 
			
			
			
				
				
				
				신고
			
			
			",259
"2584","
			
			
			
				어메이징 스파이더맨
			
			
			샘 레이미 감독 버전과는 또 다른 재미가 있네요.재밌게 봤음ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",259
"2585","
			
			
			
				어메이징 스파이더맨
			
			
			이게 스파이더맨이냐 쓰레기지 
			
			
			
				
				
				
				신고
			
			
			",259
"2586","
			
			
			
				어메이징 스파이더맨
			
			
			마음졸이면서봤어용ㅋㅋㅋ같이본남친은 유치하다고하지만 재밌음!!!!내리기전에보세용ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",259
"2587","
			
			
			
				어메이징 스파이더맨
			
			
			전편하고 스토리나 메시지가 많이 비슷해서 좀 그랫지만 스파이더맨 빌딩 숲 지나가는 장면을 좋아해서 그래도 잘 봤음 
			
			
			
				
				
				
				신고
			
			
			",259
"2588","
			
			
			
				어메이징 스파이더맨
			
			
			2탄을 기대합니다 
			
			
			
				
				
				
				신고
			
			
			",259
"2589","
			
			
			
				어메이징 스파이더맨
			
			
			액션도 볼만했고 주인공들이 훈훈하고 재치있어서 좋고, 볼거리가 많아서 좋다 
			
			
			
				
				
				
				신고
			
			
			",259
"2590","
			
			
			
				어메이징 스파이더맨
			
			
			감동ㅠㅠㅠ 
			
			
			
				
				
				
				신고
			
			
			",259
"2591","
			
			
			
				어메이징 스파이더맨
			
			
			생각보다 훨씬 재밌었어요ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",260
"2592","
			
			
			
				어메이징 스파이더맨
			
			
			전완전재미있게 봤어용~ 
			
			
			
				
				
				
				신고
			
			
			",260
"2593","
			
			
			
				어메이징 스파이더맨
			
			
			매우 좋아 
			
			
			
				
				
				
				신고
			
			
			",260
"2594","
			
			
			
				어메이징 스파이더맨
			
			
			앞으로도좋은활동기대할게요~ 
			
			
			
				
				
				
				신고
			
			
			",260
"2595","
			
			
			
				어메이징 스파이더맨
			
			
			감동적 ㅠㅠ많이울엇어요ㅠㅠ 
			
			
			
				
				
				
				신고
			
			
			",260
"2596","
			
			
			
				어메이징 스파이더맨
			
			
			8살 저의 아들도, 12살 딸아이도 모두 재미있다고 합니다. 그냥 그림만봐도 황홀하지요^^개인적으로 전작들보다 더 나은듯 싶습니다. 쫄쫄이도 허접한게 더 인간적이어서 CG로 완벽하게 감싼것보다 훨 낫습니다 
			
			
			
				
				
				
				신고
			
			
			",260
"2597","
			
			
			
				어메이징 스파이더맨
			
			
			스토리는 1편과비슷하지만 다른느낌이랄까...... 후속작이기대되는feeling은 뭐지 
			
			
			
				
				
				
				신고
			
			
			",260
"2598","
			
			
			
				어메이징 스파이더맨
			
			
			보기싫엇는뎅 보고나니 재밋따~ 배우도 잘뽑앗꼬~ 재밋꼬~ 약간 아이언맨 따라가는듯!! 
			
			
			
				
				
				
				신고
			
			
			",260
"2599","
			
			
			
				어메이징 스파이더맨
			
			
			뭔가..10점은아닌거같아 9점 
			
			
			
				
				
				
				신고
			
			
			",260
"2600","
			
			
			
				어메이징 스파이더맨
			
			
			다른 건 잘 모르겠고...앤드류 가필드!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!좋음. 
			
			
			
				
				
				
				신고
			
			
			",260
"2601","
			
			
			
				어메이징 스파이더맨
			
			
			전작과 비교해서 스토리가 다 비스무리 한 것 같은; 순수 ""액션""만 본다면 최고의 영화가 아닐까 합니다. 
			
			
			
				
				
				
				신고
			
			
			",261
"2602","
			
			
			
				어메이징 스파이더맨
			
			
			재밋어요 
			
			
			
				
				
				
				신고
			
			
			",261
"2603","
			
			
			
				어메이징 스파이더맨
			
			
			크게 다르지 않은 이야기. 몇몇장면은 웃김. 12년판 스파이더맨1 
			
			
			
				
				
				
				신고
			
			
			",261
"2604","
			
			
			
				어메이징 스파이더맨
			
			
			정말 별 5다섯개로 모자란것같습니다.원래 팬이어서 이번년도에 스파이더맨 나오기를 기다리고기다려서 잔뜩 기대하고 봤는데 너무재밌어서 또보고싶네요ㅠㅠ액션 대박..다음 시즌 이어서 나올것같은데 매우 기대가 큽니다. 
			
			
			
				
				
				
				신고
			
			
			",261
"2605","
			
			
			
				어메이징 스파이더맨
			
			
			스토리 다 똑같애 
			
			
			
				
				
				
				신고
			
			
			",261
"2606","
			
			
			
				어메이징 스파이더맨
			
			
			이전의 스파이더맨 보다는 좋습니다. 2편 나올거 같은데  스토리 진행만 잘 되면 대박날듯... 
			
			
			
				
				
				
				신고
			
			
			",261
"2607","
			
			
			
				어메이징 스파이더맨
			
			
			별 다섯개가 아깝지 않은 영화 친구랑 보러 같은데 관객들도 다들 만족 대만족 디지털로 봤는데 3D로 봤으면 하는 아쉬움이 남을정도에요 진짜 강추! 
			
			
			
				
				
				
				신고
			
			
			",261
"2608","
			
			
			
				어메이징 스파이더맨
			
			
			한번보세요 후회 안합니다. 
			
			
			
				
				
				
				신고
			
			
			",261
"2609","
			
			
			
				어메이징 스파이더맨
			
			
			대박 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 그냥 최고의 영화입니다. 
			
			
			
				
				
				
				신고
			
			
			",261
"2610","
			
			
			
				어메이징 스파이더맨
			
			
			전작과 비슷한 분위기+엠마스톤의 매력ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",261
"2611","
			
			
			
				어메이징 스파이더맨
			
			
			그래도 킬링타임용으로 ㅋ 
			
			
			
				
				
				
				신고
			
			
			",262
"2612","
			
			
			
				어메이징 스파이더맨
			
			
			좀 뻔한 스토리에 부모님에 대해서 잘안나온듯 
			
			
			
				
				
				
				신고
			
			
			",262
"2613","
			
			
			
				어메이징 스파이더맨
			
			
			돈주고 봤으면...어휴 OO 
			
			
			
				
				
				
				신고
			
			
			",262
"2614","
			
			
			
				어메이징 스파이더맨
			
			
			걍걍   볼거 없을때 보심이 ... 
			
			
			
				
				
				
				신고
			
			
			",262
"2615","
			
			
			
				어메이징 스파이더맨
			
			
			기대안하고봤는데 대박생각보다스파이더맨잘어울리고 액션도최고임사람들이재미없다고해서 뭐임????재밌잖아 
			
			
			
				
				
				
				신고
			
			
			",262
"2616","
			
			
			
				어메이징 스파이더맨
			
			
			재밌었음ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",262
"2617","
			
			
			
				어메이징 스파이더맨
			
			
			내용도 엄청 뻔한데다가 스파이더맨1이랑 너무 유사하네요-- 스파이더맨 아빠가 어찌됫는지도 모르고.... 개인적인 생각일지 모르겠다만 스토리가 부실해요-- 
			
			
			
				
				
				
				신고
			
			
			",262
"2618","
			
			
			
				어메이징 스파이더맨
			
			
			전작보다 나은듯 배우들이 바뀌어서 그런가 ㅋㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",262
"2619","
			
			
			
				어메이징 스파이더맨
			
			
			완전 앤드류가필드한테 빠졌어요~~ 한번더 보고싶은 영화!!! 강추!! 
			
			
			
				
				
				
				신고
			
			
			",262
"2620","
			
			
			
				어메이징 스파이더맨
			
			
			전전작이좋았어요..개인취향이겠지만.. 
			
			
			
				
				
				
				신고
			
			
			",262
"2621","
			
			
			
				어메이징 스파이더맨
			
			
			스릴있고재미있었어요ㅋㅋ 두개의달보려다가요거보니까후회안하고잘본듯ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",263
"2622","
			
			
			
				어메이징 스파이더맨
			
			
			정말 재밌습니다 스릴.액션.멜로 뭐하나빠질것없는 완벽한영화 
			
			
			
				
				
				
				신고
			
			
			",263
"2623","
			
			
			
				어메이징 스파이더맨
			
			
			완전재밌어요! 
			
			
			
				
				
				
				신고
			
			
			",263
