"","value","L1"
"3120","
			
			
			
				어메이징 스파이더맨
			
			
			재밌음!!! 
			
			
			
				
				
				
				신고
			
			
			",312
"3121","
			
			
			
				어메이징 스파이더맨
			
			
			오전에봤는데 정말재미있음 
			
			
			
				
				
				
				신고
			
			
			",313
"3122","
			
			
			
				어메이징 스파이더맨
			
			
			완전 잼슴 
			
			
			
				
				
				
				신고
			
			
			",313
"3123","
			
			
			
				어메이징 스파이더맨
			
			
			예전 스파이더맨보다 더 잼네요 
			
			
			
				
				
				
				신고
			
			
			",313
"3124","
			
			
			
				어메이징 스파이더맨
			
			
			방금 보고 나왔음  재밌음 
			
			
			
				
				
				
				신고
			
			
			",313
"3125","
			
			
			
				어메이징 스파이더맨
			
			
			원래 영화시리즈보다도 나은것 같네요. 좀 가벼워지긴 했는데 그게 어울린다. 
			
			
			
				
				
				
				신고
			
			
			",313
"3126","
			
			
			
				어메이징 스파이더맨
			
			
			외국영화별로안보는데 볼게없어서봤다가 완전재밌게봄...이런류영화거의안봐서그런가 너무재밌었음ㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",313
"3127","
			
			
			
				어메이징 스파이더맨
			
			
			완전 재밌는데요~끝에 울었어요....(운건 나뿐??)어쨋든 진짜 대박강추~ 아이언맨 빠순이인데 이거 완전 재밌네요 ㅇ,ㅇ 
			
			
			
				
				
				
				신고
			
			
			",313
"3128","
			
			
			
				어메이징 스파이더맨
			
			
			여자주인공이 진짜 너무너무 개이쁨 
			
			
			
				
				
				
				신고
			
			
			",313
"3129","
			
			
			
				어메이징 스파이더맨
			
			
			스토리좀그만우려먹어요ㅡㅡ다똑같애 별로재미도없고 
			
			
			
				
				
				
				신고
			
			
			",313
"3130","
			
			
			
				어메이징 스파이더맨
			
			
			정말 좀 그만 우려먹었으면. 어떻게 스토리가 처음부터 다시 시작하냐. 삼촌 또 죽고. 삼촌 그만 좀 죽여라 
			
			
			
				
				
				
				신고
			
			
			",313
"3131","
			
			
			
				어메이징 스파이더맨
			
			
			대박인데 
			
			
			
				
				
				
				신고
			
			
			",314
"3132","
			
			
			
				어메이징 스파이더맨
			
			
			진심 대박; 
			
			
			
				
				
				
				신고
			
			
			",314
"3133","
			
			
			
				어메이징 스파이더맨
			
			
			정말 재밋어요^^~ 
			
			
			
				
				
				
				신고
			
			
			",314
"3134","
			
			
			
				어메이징 스파이더맨
			
			
			흐핫 넘 재밌어요!!진짜 안 보면 후회 ㅜㅜ 
			
			
			
				
				
				
				신고
			
			
			",314
"3135","
			
			
			
				어메이징 스파이더맨
			
			
			아 이거 진짜 재밌었어요! 스파이더맨 액션도 짱이공 ㅎ / 스파이더맨 잘생김 ㅋㅋ 친구랑 느무느무 재밌었다능 ㅎㅎㅎ 
			
			
			
				
				
				
				신고
			
			
			",314
"3136","
			
			
			
				어메이징 스파이더맨
			
			
			진짜대박 ㅜ 주인공 졸멋있다 ㅜ 아진심 재밋다 ㅜ 꼭바야댄다 ㅜ 아진심 ㅜ 아 눙물 ㅜ 아 막 막 ㅜ 아 여튼 ㅜ 꼭 보삼 ㅜ 
			
			
			
				
				
				
				신고
			
			
			",314
"3137","
			
			
			
				어메이징 스파이더맨
			
			
			아바타 3d봐서 눈알아파서 이번엔 2d로 봣는데 하ㅡㅡ 3d로 다시 바야겟슴 ㅜㅜ 근데 영화는 최고최공 반드시 3d로 보세요 
			
			
			
				
				
				
				신고
			
			
			",314
"3138","
			
			
			
				어메이징 스파이더맨
			
			
			재밌었다 3d로 보세요 쩔으...bb 
			
			
			
				
				
				
				신고
			
			
			",314
"3139","
			
			
			
				어메이징 스파이더맨
			
			
			꽤 볼만 하던데요...ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",314
"3140","
			
			
			
				어메이징 스파이더맨
			
			
			아직안봄 ㅋㅋㅌㅋㅌㅋㅋㅋㅌㅋㅋㅋㅌㅋㅌㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",314
"3141","
			
			
			
				어메이징 스파이더맨
			
			
			별로 기대안하고봤는데, 예전 스파이더맨과는 좀다른느낌..좀더 현실적인느낌..거미줄타고 날아가는거 진짜 멋잇음 
			
			
			
				
				
				
				신고
			
			
			",315
"3142","
			
			
			
				어메이징 스파이더맨
			
			
			솔직히 이거 재밋기는 한데 스토리가 다 똑같음 이게 뭐임 
			
			
			
				
				
				
				신고
			
			
			",315
"3143","
			
			
			
				어메이징 스파이더맨
			
			
			재밌음 ㅋ 상영시간이 좀 길긴한데 재밌었음ㅋㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",315
"3144","
			
			
			
				어메이징 스파이더맨
			
			
			정말 재미있다 주인공도잘생기고 스트레스가 다날아가는듯 
			
			
			
				
				
				
				신고
			
			
			",315
"3145","
			
			
			
				어메이징 스파이더맨
			
			
			솔직히 재미없었다 액션은 죽이지만,현실성도 없구,, 
			
			
			
				
				
				
				신고
			
			
			",315
"3146","
			
			
			
				어메이징 스파이더맨
			
			
			질림 
			
			
			
				
				
				
				신고
			
			
			",315
"3147","
			
			
			
				어메이징 스파이더맨
			
			
			연가시 못봐서 이거 봤는데 연가시 봤으면 후회했을듯 ㅋㅋ 너무 재미있고 감동적이네요 ㅎㅎ 
			
			
			
				
				
				
				신고
			
			
			",315
"3148","
			
			
			
				어메이징 스파이더맨
			
			
			 ㅋ 
			
			
			
				
				
				
				신고
			
			
			",315
"3149","
			
			
			
				어메이징 스파이더맨
			
			
			액션은 말할것도 없고, 감동까지. 엠마스톤이 참 예뻤음. 
			
			
			
				
				
				
				신고
			
			
			",315
"3150","
			
			
			
				어메이징 스파이더맨
			
			
			앤드류 가필드 너무 멋있었어요ㅎㅎ 
			
			
			
				
				
				
				신고
			
			
			",315
"3151","
			
			
			
				어메이징 스파이더맨
			
			
			스토리 뻔하고 그랫지만 역시 액션만큼은 탑 
			
			
			
				
				
				
				신고
			
			
			",316
"3152","
			
			
			
				어메이징 스파이더맨
			
			
			재미쪙 
			
			
			
				
				
				
				신고
			
			
			",316
"3153","
			
			
			
				어메이징 스파이더맨
			
			
			스토리는 예상되는데 긴장하면서 본 영화는 처음!스릴만점이였고 감동도 있어서 좋았습니다 ㅎ 
			
			
			
				
				
				
				신고
			
			
			",316
"3154","
			
			
			
				어메이징 스파이더맨
			
			
			개인적으로 아주재밌었던 영화, 스릴만땅에다가 액션도 ㅋㅋ 꺠알같은 러브씬, 그리고 스토리도 나름대로 이어져서 매우 재밌었던 영화입니다. 
			
			
			
				
				
				
				신고
			
			
			",316
"3155","
			
			
			
				어메이징 스파이더맨
			
			
			대박... 캐 재미있음 스릴있고 박진감 넘치는 영화. 특히 엠마스톤 이쁨요... 
			
			
			
				
				
				
				신고
			
			
			",316
"3156","
			
			
			
				어메이징 스파이더맨
			
			
			관객을 잡지 못했다 
			
			
			
				
				
				
				신고
			
			
			",316
"3157","
			
			
			
				어메이징 스파이더맨
			
			
			처음에는 히어로 영화여서 약간 유치할 것 같았지만, 막상 보고나니깐 재미와 감동을 주는 영화랄까? 재밌습니다!꼭보세요! 
			
			
			
				
				
				
				신고
			
			
			",316
"3158","
			
			
			
				어메이징 스파이더맨
			
			
			거미줄을 잘 활용해서 재밌는것도 있고 시민들과 협력하는것도 마음에 들어서 재미었습니다 
			
			
			
				
				
				
				신고
			
			
			",316
"3159","
			
			
			
				어메이징 스파이더맨
			
			
			재밋음ㅋ일단여주가매우매력적임 
			
			
			
				
				
				
				신고
			
			
			",316
"3160","
			
			
			
				어메이징 스파이더맨
			
			
			강추!!! 
			
			
			
				
				
				
				신고
			
			
			",316
"3161","
			
			
			
				어메이징 스파이더맨
			
			
			별로 
			
			
			
				
				
				
				신고
			
			
			",317
"3162","
			
			
			
				어메이징 스파이더맨
			
			
			좋다 좋아 봐라 
			
			
			
				
				
				
				신고
			
			
			",317
"3163","
			
			
			
				어메이징 스파이더맨
			
			
			다 좋았지만 스토리라인이 너무 똑같다는 안타까움과 이렇다 할 대박 액션씬이 없는 아쉬움.. 하지만 지루하지않게 눈이 즐거운 영화 ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",317
"3164","
			
			
			
				어메이징 스파이더맨
			
			
			와 진짜 스파이더맨 매력 터져요@@액션도 좋고 살짝 무리수가 잇긴 한데 그래도 재밋게 봤어요^^추천이요 
			
			
			
				
				
				
				신고
			
			
			",317
"3165","
			
			
			
				어메이징 스파이더맨
			
			
			감동주려고 너무사람을 많이 죽이는듯... 그래도 재밌네요!ㅎㅎ 
			
			
			
				
				
				
				신고
			
			
			",317
"3166","
			
			
			
				어메이징 스파이더맨
			
			
			좀 많이지루했어요... 재밌는부분은 재밌긴 했지만; 그래도 전체적으론 별로 
			
			
			
				
				
				
				신고
			
			
			",317
"3167","
			
			
			
				어메이징 스파이더맨
			
			
			전작보다 재미지던데? 아는 스로리였지만 훨 재밌었음 연가시는 우웩ㅡㅡ 
			
			
			
				
				
				
				신고
			
			
			",317
"3168","
			
			
			
				어메이징 스파이더맨
			
			
			재미음슴.. 
			
			
			
				
				
				
				신고
			
			
			",317
"3169","
			
			
			
				어메이징 스파이더맨
			
			
			그냥 스파이더맨이 더 낫다.. 
			
			
			
				
				
				
				신고
			
			
			",317
"3170","
			
			
			
				어메이징 스파이더맨
			
			
			솔직히 이게 연가시보다 재밋음 
			
			
			
				
				
				
				신고
			
			
			",317
"3171","
			
			
			
				어메이징 스파이더맨
			
			
			전작이랑 너무 비교된다 
			
			
			
				
				
				
				신고
			
			
			",318
"3172","
			
			
			
				어메이징 스파이더맨
			
			
			액션신이나 그런것과 비교해 너무허무했다 
			
			
			
				
				
				
				신고
			
			
			",318
"3173","
			
			
			
				어메이징 스파이더맨
			
			
			스릴넘치고 재미난 부분 슬픈부분 무서운부분 신기한부분 부분부분이 다 재밌었어요! 마지막에 아버지를 찾았으면 좋으련만... 
			
			
			
				
				
				
				신고
			
			
			",318
"3174","
			
			
			
				어메이징 스파이더맨
			
			
			오 로얄 재밌음 근데 내용이좀뻔함 
			
			
			
				
				
				
				신고
			
			
			",318
"3175","
			
			
			
				어메이징 스파이더맨
			
			
			지금까지의 스파이더맨보다 재밌네요. 창원 메가박스씨너스에서...^^ 
			
			
			
				
				
				
				신고
			
			
			",318
"3176","
			
			
			
				어메이징 스파이더맨
			
			
			시리즈로 계속 나왔음 좋겠음 ㅠㅠ 주인공 변화없이!!!ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",318
"3177","
			
			
			
				어메이징 스파이더맨
			
			
			정말재밌어요앞으로... 
			
			
			
				
				
				
				신고
			
			
			",318
"3178","
			
			
			
				어메이징 스파이더맨
			
			
			짱임 
			
			
			
				
				
				
				신고
			
			
			",318
"3179","
			
			
			
				어메이징 스파이더맨
			
			
			그냥 노말한듯. 전형적힌 히어로물. 그냥 '딱기대했던만큼' 나왔으나, 전투씬이 정말 맘에들어서 8점에서 9점으로 Up! 
			
			
			
				
				
				
				신고
			
			
			",318
"3180","
			
			
			
				어메이징 스파이더맨
			
			
			놀란의 이 다크 느와르 약간 심오한 풍의 최전선이고 은 하이틴 계열 헐리우드적 메세지의 최전선 
			
			
			
				
				
				
				신고
			
			
			",318
"3181","
			
			
			
				어메이징 스파이더맨
			
			
			대박 감동적이기두하구 제밋구. 또보구시픔.. 
			
			
			
				
				
				
				신고
			
			
			",319
"3182","
			
			
			
				어메이징 스파이더맨
			
			
			짱짱 
			
			
			
				
				
				
				신고
			
			
			",319
"3183","
			
			
			
				어메이징 스파이더맨
			
			
			전작보다 고퀄리티의 영상과 음악과 감정!! 스토리에 집중해서 보면 너무 좋음!! 
			
			
			
				
				
				
				신고
			
			
			",319
"3184","
			
			
			
				어메이징 스파이더맨
			
			
			더어메이징 스파이더맨이 어벤져스 전에나오고 그다음 어벤져스 나왓으면 더 재밋엇을 텐데 ㅎㅎ 그래도 엄청 재밋게 봣네여 
			
			
			
				
				
				
				신고
			
			
			",319
"3185","
			
			
			
				어메이징 스파이더맨
			
			
			7광구급 
			
			
			
				
				
				
				신고
			
			
			",319
"3186","
			
			
			
				어메이징 스파이더맨
			
			
			평점이 생각보다 낮네요? 전재밌게봤음 어릴적봤던 애니속 장난많은 스파이더맨캐릭터를 잘살린듯~~ 다음편도 기대됩니다! 애니 다시보고싶어지네요 ㅎㅎ 
			
			
			
				
				
				
				신고
			
			
			",319
"3187","
			
			
			
				어메이징 스파이더맨
			
			
			1 2 3 스토리 짬뽕에 새로운 적이등장함  비주얼리 좋아진건 몇년전영화랑 비교하는거랑 차이없고123스토리 다알면 지겹다 스파이더맨 처음본다면 어메이징을보세요 
			
			
			
				
				
				
				신고
			
			
			",319
"3188","
			
			
			
				어메이징 스파이더맨
			
			
			스파이더맨은 리부트 삼부트 무한대로 했으면ㅋㅋ 피터파커는 다 귀엽네요ㅜㅜ 
			
			
			
				
				
				
				신고
			
			
			",319
"3189","
			
			
			
				어메이징 스파이더맨
			
			
			훌룡함 
			
			
			
				
				
				
				신고
			
			
			",319
"3190","
			
			
			
				어메이징 스파이더맨
			
			
			13 
			
			
			
				
				
				
				신고
			
			
			",319
"3191","
			
			
			
				어메이징 스파이더맨
			
			
			스파이더맨 번외편 
			
			
			
				
				
				
				신고
			
			
			",320
"3192","
			
			
			
				어메이징 스파이더맨
			
			
			내가 이 거지같은 영화보고 난뒤로...앞으로 돈주고 영화보는게 아까워짐--+헐리웃 영화 읅어먹는거 이제그만해라 
			
			
			
				
				
				
				신고
			
			
			",320
"3193","
			
			
			
				어메이징 스파이더맨
			
			
			영화 심오하게 안볼꺼면 아주 괜찮은 영화 
			
			
			
				
				
				
				신고
			
			
			",320
"3194","
			
			
			
				어메이징 스파이더맨
			
			
			액션도전보다훨씬멋지고 우선등장인물부터가마음에들어요 앤드류가필드엠마스톤리스이판 리자드맨도실감났어요 
			
			
			
				
				
				
				신고
			
			
			",320
"3195","
			
			
			
				어메이징 스파이더맨
			
			
			그냥 재밌어요 
			
			
			
				
				
				
				신고
			
			
			",320
"3196","
			
			
			
				어메이징 스파이더맨
			
			
			허접한 연가시보단 훨잼나요.. 나름 스토리에 신경많이썼네요..3d로 안봐도 되구요 대신 큰화면 찿아서 보세요 근데 약간 마지막에 손발이 오그라드는 부분있음..ㅎㅎ 
			
			
			
				
				
				
				신고
			
			
			",320
"3197","
			
			
			
				어메이징 스파이더맨
			
			
			허접스런 줄거리,긴장감 없는 액션,큰 TV 화면으로 보면 딱일듯.. 기대가 너무 컸나? 
			
			
			
				
				
				
				신고
			
			
			",320
"3198","
			
			
			
				어메이징 스파이더맨
			
			
			전개가 빨라서 좋았구요 식상한듯 하면서 새로운 부분도 있어서 생각보다 재밌게 봤습니다. 
			
			
			
				
				
				
				신고
			
			
			",320
"3199","
			
			
			
				어메이징 스파이더맨
			
			
			내용이뻔하고말도안되는게좀있지만그래도보고후회는안할영화 재미뜸 
			
			
			
				
				
				
				신고
			
			
			",320
"3200","
			
			
			
				어메이징 스파이더맨
			
			
			스릴, 액션, 로맨스, 유머가 골고루 있는 영양가 만점 영화다! 
			
			
			
				
				
				
				신고
			
			
			",320
"3201","
			
			
			
				어메이징 스파이더맨
			
			
			부족한 점이 있음에도 10점주게되는 사랑스런 영화/ 
			
			
			
				
				
				
				신고
			
			
			",321
"3202","
			
			
			
				어메이징 스파이더맨
			
			
			유머러스한 부분도 있고 생각한 지점도 있으나, 뭔가 부족한 느낌 
			
			
			
				
				
				
				신고
			
			
			",321
"3203","
			
			
			
				어메이징 스파이더맨
			
			
			깔끔하니 잘만든영화.. 그저 엠마스톤의 미모에 넋을 놓고 보았죠.... 
			
			
			
				
				
				
				신고
			
			
			",321
"3204","
			
			
			
				어메이징 스파이더맨
			
			
			뭐영화의그래픽이나특수효과면에서도굉히 깔끔하고내용도나름괜찮았습니다. 하지만 마블코믹스와 동일하게 영화가 이어져나간다면 코믹스를 본 독자들은 지루감을느낄수 있을거라생각합니다그러므로전체적인틀은동일하게하되그사이에는영화만의신선함을추가해야한다고생각합니다. 
			
			
			
				
				
				
				신고
			
			
			",321
"3205","
			
			
			
				어메이징 스파이더맨
			
			
			앜 완전 재미ㅆ 
			
			
			
				
				
				
				신고
			
			
			",321
"3206","
			
			
			
				어메이징 스파이더맨
			
			
			읙읙ㅋㅋ재밌따ㅋㅋ원래것보다나은데.?ㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",321
"3207","
			
			
			
				어메이징 스파이더맨
			
			
			짱재밋네요~ 여자가 예뻐..  별 10개줘도 아깝지않어 1점 준 아이들때매 안볼라 했다가.. 평점 믿을게 못대 . 스토리가 뻔하다고요? ㅋㅋㅋ그럼 악당이 이기는 그런 스토리임? 영웅 영화에서 영웅이 이기는건 당연한건데 쓸데없는데서 꼬투리 잡고 있넹 
			
			
			
				
				
				
				신고
			
			
			",321
"3208","
			
			
			
				어메이징 스파이더맨
			
			
			지금까지 봤던 영화들중에 최고인데 평점이 왜 낮은지 ㅜㅜ 
			
			
			
				
				
				
				신고
			
			
			",321
"3209","
			
			
			
				어메이징 스파이더맨
			
			
			진짜재밋는데내용이뻔함 
			
			
			
				
				
				
				신고
			
			
			",321
"3210","
			
			
			
				어메이징 스파이더맨
			
			
			안 어메이징 ㅡ_ㅡ 
			
			
			
				
				
				
				신고
			
			
			",321
"3211","
			
			
			
				어메이징 스파이더맨
			
			
			 아놔 그냥곧테레비에서하는걸보겠어 3디로보란놈정말알바임 
			
			
			
				
				
				
				신고
			
			
			",322
"3212","
			
			
			
				어메이징 스파이더맨
			
			
			잼씀 
			
			
			
				
				
				
				신고
			
			
			",322
"3213","
			
			
			
				어메이징 스파이더맨
			
			
			ㅋㅋㅋㅋㅋㅋ두시간앉아서기다린보람이잇네요 
			
			
			
				
				
				
				신고
			
			
			",322
"3214","
			
			
			
				어메이징 스파이더맨
			
			
			내 평생 스파이더맨 보면서 대체 영화 언제 끝나는지 궁금해 보긴 처음. 
			
			
			
				
				
				
				신고
			
			
			",322
"3215","
			
			
			
				어메이징 스파이더맨
			
			
			스파이더맨이 도와줬을때를 기억하고 그가 위험에 빠졌을때 은혜를 갚아주는 장면이 좋았네요 ! 박사는 좀 억지스러웠지만.......... 
			
			
			
				
				
				
				신고
			
			
			",322
"3216","
			
			
			
				어메이징 스파이더맨
			
			
			스파이더맨이란 좋은 소재를 가지고 이정도는 좀 약하다. 그리고 전작은 능력에는 책임감이 따른다는 철학도 강했는데 이건 뭐;;;재밌긴 하지만 기대보다는 약함. 
			
			
			
				
				
				
				신고
			
			
			",322
"3217","
			
			
			
				어메이징 스파이더맨
			
			
			재밌게 잘 봤어요~ 
			
			
			
				
				
				
				신고
			
			
			",322
"3218","
			
			
			
				어메이징 스파이더맨
			
			
			스토리라인이 괜찬은데 마지막 부분이 조금 아쉬움이 남지만 잼있었어요! 
			
			
			
				
				
				
				신고
			
			
			",322
"3219","
			
			
			
				어메이징 스파이더맨
			
			
			내용 좋고 괜춘한데... 삼촌좀 그만죽여요 ㅡㅡ^ 
			
			
			
				
				
				
				신고
			
			
			",322
"3220","
			
			
			
				어메이징 스파이더맨
			
			
			이번 스파이더맨이 난더 잼있던데~여주인공이나 남주인공이나 훨씬 남 
			
			
			
				
				
				
				신고
			
			
			",322
"3221","
			
			
			
				어메이징 스파이더맨
			
			
			솔직히 전작 보다는 별로다.. 감독 배우 모든면에서 
			
			
			
				
				
				
				신고
			
			
			",323
"3222","
			
			
			
				어메이징 스파이더맨
			
			
			10점이아니에요100점입니다봣던영화중에짱이에요 넘재밌슴 ㅠㅠ강추합니다 
			
			
			
				
				
				
				신고
			
			
			",323
"3223","
			
			
			
				어메이징 스파이더맨
			
			
			심 야로보고왔는데도 하나도지루하거나 졸 리지도않고 완벽했다 
			
			
			
				
				
				
				신고
			
			
			",323
"3224","
			
			
			
				어메이징 스파이더맨
			
			
			ㅠㅠ감독님이 문제는 아니겠지... 놀런감독작품 마이보다가 이거 보니까 걍 애들 만화같고 재미없었어요 
			
			
			
				
				
				
				신고
			
			
			",323
"3225","
			
			
			
				어메이징 스파이더맨
			
			
			완전재밋어요!추천~여주인공너무이쁨 
			
			
			
				
				
				
				신고
			
			
			",323
"3226","
			
			
			
				어메이징 스파이더맨
			
			
			이번 어메이징 스파이더맨의 앞부분은 스파이더맨1과 비슷하게 나와서 조금 실망이네요;; 하지만 다음편도 기대되네요 
			
			
			
				
				
				
				신고
			
			
			",323
"3227","
			
			
			
				어메이징 스파이더맨
			
			
			재밌네요 물론 거의 내용이 스파이더맨1하고 비슷하지만 중간중간에 끼어잇는 대화랑 조금 변화되서 내용이 흥미롭네요.강추입니다.벌써부터 2편이 기대되네요^^ 
			
			
			
				
				
				
				신고
			
			
			",323
"3228","
			
			
			
				어메이징 스파이더맨
			
			
			오랜만에 영화를 봤는데 굉장히 재밌게 봤네요 ㅎㅎ 
			
			
			
				
				
				
				신고
			
			
			",323
"3229","
			
			
			
				어메이징 스파이더맨
			
			
			굿굿 
			
			
			
				
				
				
				신고
			
			
			",323
"3230","
			
			
			
				어메이징 스파이더맨
			
			
			추천!!!   완전 재밌네요 ㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",323
"3231","
			
			
			
				어메이징 스파이더맨
			
			
			엠마스톤 예뻤지만,, 남주인공 솔직히 매력이 1~3에서의 주인공만큼 별로 느껴지지 않네요 
			
			
			
				
				
				
				신고
			
			
			",324
"3232","
			
			
			
				어메이징 스파이더맨
			
			
			전 재미있게 봤는데 평점이 왜이러는지 모르겠네욤 ㅜ 
			
			
			
				
				
				
				신고
			
			
			",324
"3233","
			
			
			
				어메이징 스파이더맨
			
			
			재밌긴한데 전작에비해 갈등이고 스토리고 깊이감이 떨어지는 영화. 대신 원작에 굉장히 충실하고 가벼워진 스토리만큼이나 가볍게 즐길수있는듯. 액션도많고 배우도..핡 
			
			
			
				
				
				
				신고
			
			
			",324
"3234","
			
			
			
				어메이징 스파이더맨
			
			
			평점 믿을게 못되더군요 ㅎㅎ 재밌게봤습니다 
			
			
			
				
				
				
				신고
			
			
			",324
"3235","
			
			
			
				어메이징 스파이더맨
			
			
			재밌어! 
			
			
			
				
				
				
				신고
			
			
			",324
"3236","
			
			
			
				어메이징 스파이더맨
			
			
			대박 재밌고, 감동도 있어요 
			
			
			
				
				
				
				신고
			
			
			",324
"3237","
			
			
			
				어메이징 스파이더맨
			
			
			묻지말고 영화관들뛰가서 봐여ㅎ 
			
			
			
				
				
				
				신고
			
			
			",324
"3238","
			
			
			
				어메이징 스파이더맨
			
			
			몰입도 최고 ㅋㅋ 싸우는 장면에 계속 아..아 거리면서 봤는거 같음 주연 바뀌면서 개망할줄 알았는데 초반에도 그냥 볼만하고 재밌어요 보세요 돈이 안아까운영화 !!! 
			
			
			
				
				
				
				신고
			
			
			",324
"3239","
			
			
			
				어메이징 스파이더맨
			
			
			거미줄쳐놓고 그위에서 폰게임 하는것부터  인간적이고 재미있었다. 
			
			
			
				
				
				
				신고
			
			
			",324
"3240","
			
			
			
				어메이징 스파이더맨
			
			
			초반에 너무 지루한게 흠.. 그거 생각하면 별 3개지만 주인공이 귀엽고 잘생겨서 별 4개 ㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",324
"3241","
			
			
			
				어메이징 스파이더맨
			
			
			재미는 있었지만 예전작같은 영웅적 카리스마가 떨어집니다. 당위성도 애매하고..볼거리는 많았어요. 
			
			
			
				
				
				
				신고
			
			
			",325
"3242","
			
			
			
				어메이징 스파이더맨
			
			
			오랜만에 진짜 재밌게본 영화 ㅠㅠ 아래 비판한내용들 하나도 눈에안들어오고 마냥 재밌게봤음 몰입도 최강 가필드는 왜이리 멋진지 ㅠㅠ 
			
			
			
				
				
				
				신고
			
			
			",325
"3243","
			
			
			
				어메이징 스파이더맨
			
			
			예전 스파이더맨이 그립다....형사랑 스파이더맨이랑 힘을 합쳐 싸운다는 것 자체가 웃김...히로인이 전작보다 예뻐서 6점 준다 
			
			
			
				
				
				
				신고
			
			
			",325
"3244","
			
			
			
				어메이징 스파이더맨
			
			
			완전 재밌음 강추! 대박~ 
			
			
			
				
				
				
				신고
			
			
			",325
"3245","
			
			
			
				어메이징 스파이더맨
			
			
			대박이야!!! 
			
			
			
				
				
				
				신고
			
			
			",325
"3246","
			
			
			
				어메이징 스파이더맨
			
			
			재밌습니다ㅎ 
			
			
			
				
				
				
				신고
			
			
			",325
"3247","
			
			
			
				어메이징 스파이더맨
			
			
			재밌음 ! 오히려 저번 스파이더맨 시리즈보다 시원시원하고 볼거리도 풍부..ㅋ 여주 남주 모두 적극적이라 답답함이 없었음...!!! 완전추천!! 생각보다 평점낮은게 이상할정도!! 
			
			
			
				
				
				
				신고
			
			
			",325
"3248","
			
			
			
				어메이징 스파이더맨
			
			
			잼없다고까는데 이거 솔직히 적어도 스파1보단 액션도 좋고 잼썻음!! 
			
			
			
				
				
				
				신고
			
			
			",325
"3249","
			
			
			
				어메이징 스파이더맨
			
			
			이번주인공이 훨씬 낫네 ㅎㅎ. 예전엔 좀 쑥맥스러웟다면 이번엔 귀엽고 쿨. 여주도 이쁘다 ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",325
"3250","
			
			
			
				어메이징 스파이더맨
			
			
			개연성이 확실이 엉망..그래도 기억엔 남을 만한 장면은 있었다... 
			
			
			
				
				
				
				신고
			
			
			",325
"3251","
			
			
			
				어메이징 스파이더맨
			
			
			엄청 재밌음♥♥♥ 연가시보다 재밌던것 같움 
			
			
			
				
				
				
				신고
			
			
			",326
"3252","
			
			
			
				어메이징 스파이더맨
			
			
			전작 토비 맥과이어의 스파이더맨과는 또 다른 매력이 있는 영화. 전작이 스토리구성에 힘을 실었다면 이번 작품은 스토리의 탄탄한 맛은 덜했지만, 대사도 좋았고 중간 중간 코믹한 부분도 있고, 관객의 흥미를 위한 액션이나 볼거리를 더 가미한 느낌. 
			
			
			
				
				
				
				신고
			
			
			",326
"3253","
			
			
			
				어메이징 스파이더맨
			
			
			대박 재밌었어요ㅋㅋ후회안함ㅋ 
			
			
			
				
				
				
				신고
			
			
			",326
"3254","
			
			
			
				어메이징 스파이더맨
			
			
			정말 재미있네요.... 
			
			
			
				
				
				
				신고
			
			
			",326
"3255","
			
			
			
				어메이징 스파이더맨
			
			
			와....대박 
			
			
			
				
				
				
				신고
			
			
			",326
"3256","
			
			
			
				어메이징 스파이더맨
			
			
			멋있는 액션 재미있게 봤습니다~* 
			
			
			
				
				
				
				신고
			
			
			",326
"3257","
			
			
			
				어메이징 스파이더맨
			
			
			개연성은 확실히 이상하다;; 근데 또 이상하게 재밌다 
			
			
			
				
				
				
				신고
			
			
			",326
"3258","
			
			
			
				어메이징 스파이더맨
			
			
			솔직히 기대가 너무 컸던 탓인지 그닥..... 그냥 주인공 잘생김... 
			
			
			
				
				
				
				신고
			
			
			",326
"3259","
			
			
			
				어메이징 스파이더맨
			
			
			삼촌을 죽인 범인을 찾다가 뜬금없이 스파이더맨이 되는 설정이 아쉬웠다. 나머지는 괜찮은편. 근데 주인공 초중반에 너무 나댄다 ㅡㅡㅋㅋㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",326
"3260","
			
			
			
				어메이징 스파이더맨
			
			
			정말 재미있고 2가 나왔으면 합니다 
			
			
			
				
				
				
				신고
			
			
			",326
"3261","
			
			
			
				어메이징 스파이더맨
			
			
			조금 아쉽지만 재미있네요 ㅎㅎ 
			
			
			
				
				
				
				신고
			
			
			",327
"3262","
			
			
			
				어메이징 스파이더맨
			
			
			유치해 죽는줄알았다 
			
			
			
				
				
				
				신고
			
			
			",327
"3263","
			
			
			
				어메이징 스파이더맨
			
			
			저도극장에서 두번본 ㅎ 
			
			
			
				
				
				
				신고
			
			
			",327
