"","value","L1"
"2783","
			
			
			
				스파이더맨: 홈커밍
			
			
			마블영화답게 시간가는줄 모르고 봣넹ㅅ 
			
			
			
				
				
				
				신고
			
			
			",279
"2784","
			
			
			
				스파이더맨: 홈커밍
			
			
			너무 잘생긴 사람이 찐따 역할을 한다. 하지만, 청소년이 겪을 만한 고민이 잘 그려져있다. 가볍고 훌륭한 오락영화 
			
			
			
				
				
				
				신고
			
			
			",279
"2785","
			
			
			
				스파이더맨: 홈커밍
			
			
			하하호호호히히하히하 
			
			
			
				
				
				
				신고
			
			
			",279
"2786","
			
			
			
				스파이더맨: 홈커밍
			
			
			돈값하는 영화. 믿고 보는 마블영화. 
			
			
			
				
				
				
				신고
			
			
			",279
"2787","
			
			
			
				스파이더맨: 홈커밍
			
			
			스파이더맨 하면 큰 힘에는 큰 책임이 따른다 라 하는 진중함의 영웅이었는데 어린아이의 가벼움으로 바꾸어버렸다... 토비...스파이더맨이 슈트에 의존하는 아이에서 슈트없이도 해내는 영웅이 되는 성장기 정도로는 뭔가 아쉽다 
			
			
			
				
				
				
				신고
			
			
			",279
"2788","
			
			
			
				스파이더맨: 홈커밍
			
			
			기대를 하고 봐도 핵꿀잼 
			
			
			
				
				
				
				신고
			
			
			",279
"2789","
			
			
			
				스파이더맨: 홈커밍
			
			
			영화관에서 잠들기는 진심 처음.  딸아이와 마누라가 '박열' 보자는거를 끝까지 우겨서  스파이더맨을 봤는데,  이제부터 나랑 같이 영화 안본단다. 누가 책임질겨.... 
			
			
			
				
				
				
				신고
			
			
			",279
"2790","
			
			
			
				스파이더맨: 홈커밍
			
			
			히어로의 기원을 과감하게 생략한 부분이 신의 한 수 
			
			
			
				
				
				
				신고
			
			
			",279
"2791","
			
			
			
				스파이더맨: 홈커밍
			
			
			평점보고 다크나이트급은 되는 히어로 영화인줄 알았다. 
			
			
			
				
				
				
				신고
			
			
			",280
"2792","
			
			
			
				스파이더맨: 홈커밍
			
			
			애들하고 같이가서 넘재밌게 보고왔네요 개인마다 틀리듯 재밌게 봤어요^^ 
			
			
			
				
				
				
				신고
			
			
			",280
"2793","
			
			
			
				스파이더맨: 홈커밍
			
			
			스파이더맨에 대한 마블의 애정을 느낄 수 있었다. 
			
			
			
				
				
				
				신고
			
			
			",280
"2794","
			
			
			
				스파이더맨: 홈커밍
			
			
			‘오리지날'은커녕 '어메이징' 시리즈보다도 별로임 
			
			
			
				
				
				
				신고
			
			
			",280
"2795","
			
			
			
				스파이더맨: 홈커밍
			
			
			새로운 스파이더맨이라서 신선하고 좋앗음 
			
			
			
				
				
				
				신고
			
			
			",280
"2796","
			
			
			
				스파이더맨: 홈커밍
			
			
			아 재밌고 신선하고ㅋㅋㅋ톰홀랜드잘생겼고멋있고아이언맨은 겁나 멋있고ㅋㅋㅋㅋ재밌는데나는왜 보는내내 앤드류가보고싶을까 
			
			
			
				
				
				
				신고
			
			
			",280
"2797","
			
			
			
				스파이더맨: 홈커밍
			
			
			15세 이상이면  보지말것 
			
			
			
				
				
				
				신고
			
			
			",280
"2798","
			
			
			
				스파이더맨: 홈커밍
			
			
			역대급!!!  스파이더맨은 그냥 동네 친구같이 친근해서 너무 좋다ㅋㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",280
"2799","
			
			
			
				스파이더맨: 홈커밍
			
			
			아주재밋어용 굳굳굳굳 
			
			
			
				
				
				
				신고
			
			
			",280
"2800","
			
			
			
				스파이더맨: 홈커밍
			
			
			맨마지막 하이드라덕분에 화장실 참은게 허무 
			
			
			
				
				
				
				신고
			
			
			",280
"2801","
			
			
			
				스파이더맨: 홈커밍
			
			
			진짜 재밋었음. 전에 봤던게 악녀라서 그런가 더 재밋게 본듯. 
			
			
			
				
				
				
				신고
			
			
			",281
"2802","
			
			
			
				스파이더맨: 홈커밍
			
			
			재미잇네요짱ㅁ장짱마지막,... 
			
			
			
				
				
				
				신고
			
			
			",281
"2803","
			
			
			
				스파이더맨: 홈커밍
			
			
			역시 마블입니다 영화판은 마블만 봅시다 디시는 그냥 망했어요 활기차고 어린 스파이디라 더 좋았어요 어썸!! 기술지원 스타크 들어가니까 볼거리가 정말 풍성합니다 마블느님 수트 디자인팀은 상줘야됩니다 아 그리고 쿠키영상 2개입니다 인내심을 갖고 보세요 
			
			
			
				
				
				
				신고
			
			
			",281
"2804","
			
			
			
				스파이더맨: 홈커밍
			
			
			쿠기영상을 봐야 이 영화를 끝까지 봤다고 할 수 있습니다! 
			
			
			
				
				
				
				신고
			
			
			",281
"2805","
			
			
			
				스파이더맨: 홈커밍
			
			
			스파이언맨~!!!ㅋㅋ 영화는 스파이더맨인데 어벤져스나 아이언맨쪽으로 비중이 좀 실려서 뭔가 좀 애매지만 나쁘진 않았음 
			
			
			
				
				
				
				신고
			
			
			",281
"2806","
			
			
			
				스파이더맨: 홈커밍
			
			
			재미는 있는데 매력이 없음 역시 스파이더맨은 토비 미만 잡 
			
			
			
				
				
				
				신고
			
			
			",281
"2807","
			
			
			
				스파이더맨: 홈커밍
			
			
			재밋음 기대한만큼의 정도 !쿠키는...꼭보셈 여러분 
			
			
			
				
				
				
				신고
			
			
			",281
"2808","
			
			
			
				스파이더맨: 홈커밍
			
			
			WoalTfjdy!!sjan woalTdjdy?! 
			
			
			
				
				
				
				신고
			
			
			",281
"2809","
			
			
			
				스파이더맨: 홈커밍
			
			
			어스파보다 노잼이었다 아직 어린 스파이더맨이라 약한게 감독이 의도한바라고하지만 재미자체가 없는데... 아이언맨의 성공이후 앤트맨 닥터스트레인지등등 마블영화들이 획일화되면서 적당한 웃음과 재미만을 추구하는것같다 
			
			
			
				
				
				
				신고
			
			
			",281
"2810","
			
			
			
				스파이더맨: 홈커밍
			
			
			괜찮음10101010 
			
			
			
				
				
				
				신고
			
			
			",281
"2811","
			
			
			
				스파이더맨: 홈커밍
			
			
			새로운 시작이네요 역시 처음이 제일 재미있죠 
			
			
			
				
				
				
				신고
			
			
			",282
"2812","
			
			
			
				스파이더맨: 홈커밍
			
			
			so cute. good boy. 
			
			
			
				
				
				
				신고
			
			
			",282
"2813","
			
			
			
				스파이더맨: 홈커밍
			
			
			아이언맨이 등장하지 않았으면 좋았을 것을 
			
			
			
				
				
				
				신고
			
			
			",282
"2814","
			
			
			
				스파이더맨: 홈커밍
			
			
			마블에 맞게 리부트를 잘한듯 
			
			
			
				
				
				
				신고
			
			
			",282
"2815","
			
			
			
				스파이더맨: 홈커밍
			
			
			그냥보통개인적으로조금지루했음 
			
			
			
				
				
				
				신고
			
			
			",282
"2816","
			
			
			
				스파이더맨: 홈커밍
			
			
			good goog goog  ogogogogg 
			
			
			
				
				
				
				신고
			
			
			",282
"2817","
			
			
			
				스파이더맨: 홈커밍
			
			
			쿠키영상 진짜 핵이다 핵 엄청나다 
			
			
			
				
				
				
				신고
			
			
			",282
"2818","
			
			
			
				스파이더맨: 홈커밍
			
			
			블루스컬놈... 내 방광의 원수 용서 못함. 
			
			
			
				
				
				
				신고
			
			
			",282
"2819","
			
			
			
				스파이더맨: 홈커밍
			
			
			마블은 배신하지 않는다. 
			
			
			
				
				
				
				신고
			
			
			",282
"2820","
			
			
			
				스파이더맨: 홈커밍
			
			
			개인적으로 ㅈㄴ 재밋엇다 소소한 개그가 꿀맛 
			
			
			
				
				
				
				신고
			
			
			",282
"2821","
			
			
			
				스파이더맨: 홈커밍
			
			
			이번달 출시한 영화 중에 제일 좋았던거 같아요 
			
			
			
				
				
				
				신고
			
			
			",283
"2822","
			
			
			
				스파이더맨: 홈커밍
			
			
			조금 정신없긴했는데 재밌었어요~ 
			
			
			
				
				
				
				신고
			
			
			",283
"2823","
			
			
			
				스파이더맨: 홈커밍
			
			
			주인공도 그리고 악당들도 너무 약하지않았나.싶어요. 
			
			
			
				
				
				
				신고
			
			
			",283
"2824","
			
			
			
				스파이더맨: 홈커밍
			
			
			아이언맨과의 콜라보 굿... 벌써부터 다음편이 기대된다. 
			
			
			
				
				
				
				신고
			
			
			",283
"2825","
			
			
			
				스파이더맨: 홈커밍
			
			
			얘스잼1234456 
			
			
			
				
				
				
				신고
			
			
			",283
"2826","
			
			
			
				스파이더맨: 홈커밍
			
			
			생계형 히어로에 생계형 빌런의 조합~ 
			
			
			
				
				
				
				신고
			
			
			",283
"2827","
			
			
			
				스파이더맨: 홈커밍
			
			
			재밋어요123456 
			
			
			
				
				
				
				신고
			
			
			",283
"2828","
			
			
			
				스파이더맨: 홈커밍
			
			
			히어로물 매력폭발...또 봐도 아깝지 않음 
			
			
			
				
				
				
				신고
			
			
			",283
"2829","
			
			
			
				스파이더맨: 홈커밍
			
			
			음 저는 좀 진부하고 지루한 히어로 영화한편본느낌? 개인의 취향 차이니깐요! 
			
			
			
				
				
				
				신고
			
			
			",283
"2830","
			
			
			
				스파이더맨: 홈커밍
			
			
			약간 지루하고 그저 그런 히어로물 
			
			
			
				
				
				
				신고
			
			
			",283
"2831","
			
			
			
				스파이더맨: 홈커밍
			
			
			실망스럽진않다. 그러나. 그러나. 그러나. 내가 알던 내가 원한 내가 바라던 그 스파이디는 이정도의 얕은 고뇌와 적당한 성장으로 커오지 않았다. 10대라는 것이 면죄부가 될순없다. 요즘10대는 그 어느때보다 전쟁같은 삶을 살기에. 너도 그러해야했다. 
			
			
			
				
				
				
				신고
			
			
			",284
"2832","
			
			
			
				스파이더맨: 홈커밍
			
			
			진짜 너무 재밌게봤어요 결제도 빨리되서 좋네요! 
			
			
			
				
				
				
				신고
			
			
			",284
"2833","
			
			
			
				스파이더맨: 홈커밍
			
			
			간만에 영화다운 영화봤다 꿀잼ㅋㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",284
"2834","
			
			
			
				스파이더맨: 홈커밍
			
			
			스파이더맨 진짜재밌었어요 
			
			
			
				
				
				
				신고
			
			
			",284
"2835","
			
			
			
				스파이더맨: 홈커밍
			
			
			재밌는 요소도 적절히 잘 넣었고 만족하고 보고왔다 
			
			
			
				
				
				
				신고
			
			
			",284
"2836","
			
			
			
				스파이더맨: 홈커밍
			
			
			굿완전 짱 재밌습니다 근데 처음이 지루 
			
			
			
				
				
				
				신고
			
			
			",284
"2837","
			
			
			
				스파이더맨: 홈커밍
			
			
			톰 홀랜드 스파이더맨으로 꾸준히 나와주길~!! 
			
			
			
				
				
				
				신고
			
			
			",284
"2838","
			
			
			
				스파이더맨: 홈커밍
			
			
			스파이더맨의 업그레이드인가 다운그레이드인가.. 강점인 스파이더센서와 상황대처 능력은 어리버리함과 슈트에 묻히고, 아이언맨인지 스파이더맨인지 구분이 안가는.. 이래도되나 싶다 
			
			
			
				
				
				
				신고
			
			
			",284
"2839","
			
			
			
				스파이더맨: 홈커밍
			
			
			역대 스파이더맨중에 가장 사랑스럽다. 
			
			
			
				
				
				
				신고
			
			
			",284
"2840","
			
			
			
				스파이더맨: 홈커밍
			
			
			세대교체라는 슬로건이 이렇게 잘 맞을수가..ㅋ 
			
			
			
				
				
				
				신고
			
			
			",284
"2841","
			
			
			
				스파이더맨: 홈커밍
			
			
			기대보다는 감흥이 떨어지는 가운데서도, 조연과 악역이 반짝반짝 빛나는 영화. 
			
			
			
				
				
				
				신고
			
			
			",285
"2842","
			
			
			
				스파이더맨: 홈커밍
			
			
			스파이더맨이 점점 귀여워짐..ㅋㅋㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",285
"2843","
			
			
			
				스파이더맨: 홈커밍
			
			
			너이이이이무이이자밋 
			
			
			
				
				
				
				신고
			
			
			",285
"2844","
			
			
			
				스파이더맨: 홈커밍
			
			
			볼 요소들이 많긴하지만.. 스파이더맨의 고유 능력보다  는 슈트를 너무 의지하는 모습과 아이언맨 같은 인공지능 액션이 많아서  개인적으로는 조금 아쉬웠습니다. 원작 캐릭터 성격적으로는 어메이징 스파이더맨이 조금 더 나은 것 같아요! 
			
			
			
				
				
				
				신고
			
			
			",285
"2845","
			
			
			
				스파이더맨: 홈커밍
			
			
			따봉~아들과 정말 잼나게 봤어용~! 
			
			
			
				
				
				
				신고
			
			
			",285
"2846","
			
			
			
				스파이더맨: 홈커밍
			
			
			최고다 최고다 최고다 최고다 
			
			
			
				
				
				
				신고
			
			
			",285
"2847","
			
			
			
				스파이더맨: 홈커밍
			
			
			재밌게잘봤습니다~ 여름에는 역시 ㅋㅋㅋㅋ 영화관이죠 ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",285
"2848","
			
			
			
				스파이더맨: 홈커밍
			
			
			영화 괜찮네요 잼있었음 ㅎ 
			
			
			
				
				
				
				신고
			
			
			",285
"2849","
			
			
			
				스파이더맨: 홈커밍
			
			
			넘 유쾌, 통쾌한 히어로물~!! 톰홀랜드 연기 인상깊었어요^^ 
			
			
			
				
				
				
				신고
			
			
			",285
"2850","
			
			
			
				스파이더맨: 홈커밍
			
			
			겁나 재밌음 또 보고싶다 
			
			
			
				
				
				
				신고
			
			
			",285
"2851","
			
			
			
				스파이더맨: 홈커밍
			
			
			보기전엔 앞선 주인공들을 이어갈수있을까 의문이들었는데 보고나선 의문이 싹사라졌습니다 
			
			
			
				
				
				
				신고
			
			
			",286
"2852","
			
			
			
				스파이더맨: 홈커밍
			
			
			귀여운 포인트 너무 많아요 ㅜㅜ 최고 
			
			
			
				
				
				
				신고
			
			
			",286
"2853","
			
			
			
				스파이더맨: 홈커밍
			
			
			재밌음 쿠키영상이 역대급 
			
			
			
				
				
				
				신고
			
			
			",286
"2854","
			
			
			
				스파이더맨: 홈커밍
			
			
			개꿀잼 그냥 무조건 보셈 
			
			
			
				
				
				
				신고
			
			
			",286
"2855","
			
			
			
				스파이더맨: 홈커밍
			
			
			정말 너무 재밌어요ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",286
"2856","
			
			
			
				스파이더맨: 홈커밍
			
			
			시간가는줄 모르고 봤습니다. 한 번 더 봐도 재밌을거 같아요! 
			
			
			
				
				
				
				신고
			
			
			",286
"2857","
			
			
			
				스파이더맨: 홈커밍
			
			
			스파이더맨♡캡아도ㅋㅋㅋㅋ고마워요ㅋ 
			
			
			
				
				
				
				신고
			
			
			",286
"2858","
			
			
			
				스파이더맨: 홈커밍
			
			
			보는 동안 하품을 몇번 했는지 모름. 딱 하나 눈이 번쩍 뜨이는 심쿵 감동장면이 아이언맨이 등장해서 위기에 처한 스파이더맨과 사람들을 구하는 장면~ 후반부에 나오므로 인내심을 갖고 봐야함... 차라리 트랜스포머를 봐라. 스토리도 이거보단 낫고,비쥬얼짱 
			
			
			
				
				
				
				신고
			
			
			",286
"2859","
			
			
			
				스파이더맨: 홈커밍
			
			
			8점 정도가 딱인 영화입니다 
			
			
			
				
				
				
				신고
			
			
			",286
"2860","
			
			
			
				스파이더맨: 홈커밍
			
			
			언제나 스파이더맨은 진리그촐삭거림은 명품 
			
			
			
				
				
				
				신고
			
			
			",286
"2861","
			
			
			
				스파이더맨: 홈커밍
			
			
			어벤져스캐릭터는 별로 안좋아하지만 스파이더맨은 꾸준히 좋아했다. 이번 스파이더맨은 어려서 넘 촐랑대지않을까 우려했지만 생각외로 어린모습이 너무 사랑스러웠다!엔딩 ost랑 영상도 넘 귀여웠고 마지막 쿠키영상까지 다 봤는데 난 역시 캡틴아메리카가 싫다ㅜ 
			
			
			
				
				
				
				신고
			
			
			",287
"2862","
			
			
			
				스파이더맨: 홈커밍
			
			
			좀 더 강한 스파이더맨을 원한다 
			
			
			
				
				
				
				신고
			
			
			",287
"2863","
			
			
			
				스파이더맨: 홈커밍
			
			
			완전 재밌네요 보길 잘함 ㄱㅇㄷ 
			
			
			
				
				
				
				신고
			
			
			",287
"2864","
			
			
			
				스파이더맨: 홈커밍
			
			
			스파이더맨 이때까지 너무 재밌게 봤는데 이번부터 내용이 다르네요.. 그냥 자기자랑을 엄청 하고픈  철부지의 성장일기 보는 기분;; 
			
			
			
				
				
				
				신고
			
			
			",287
"2865","
			
			
			
				스파이더맨: 홈커밍
			
			
			내용은 유치하지만 재밌어요!!시원시원 
			
			
			
				
				
				
				신고
			
			
			",287
"2866","
			
			
			
				스파이더맨: 홈커밍
			
			
			액션이 막 뛰어나진 않지만 재밌음 
			
			
			
				
				
				
				신고
			
			
			",287
"2867","
			
			
			
				스파이더맨: 홈커밍
			
			
			액션이 막 뛰어나진 않지만 재밌음 
			
			
			
				
				
				
				신고
			
			
			",287
"2868","
			
			
			
				스파이더맨: 홈커밍
			
			
			재밌었습니다 역시 마블영화네요 
			
			
			
				
				
				
				신고
			
			
			",287
"2869","
			
			
			
				스파이더맨: 홈커밍
			
			
			마지막 쿠키 꼭 봐야합니다 
			
			
			
				
				
				
				신고
			
			
			",287
"2870","
			
			
			
				스파이더맨: 홈커밍
			
			
			다들 엄청나게 재미있다고 하고, 무엇보다 쏠트박 평식님이 7점을 줬길래! 봤는데 생각보다는 재미 없었어요 좀 지루했어요 악당이 악당 같지도 않고.. 악을 저지르는 명분이 이해될 정도였어요 
			
			
			
				
				
				
				신고
			
			
			",287
"2871","
			
			
			
				스파이더맨: 홈커밍
			
			
			재미있음재미있다재미있다 
			
			
			
				
				
				
				신고
			
			
			",288
"2872","
			
			
			
				스파이더맨: 홈커밍
			
			
			재밌어요. 여태까지의 스파이더맨 시리즈와는 많이 다르지만 스토리가 어벤져스와의 연결고리가 된다는 점에서 마블 팬으로서 재밌게 봤어요 
			
			
			
				
				
				
				신고
			
			
			",288
"2873","
			
			
			
				스파이더맨: 홈커밍
			
			
			완전재밌어요 최고최고 
			
			
			
				
				
				
				신고
			
			
			",288
"2874","
			
			
			
				스파이더맨: 홈커밍
			
			
			중2병 걸린 애새끼가 스파이더맨 돼서 좋다고 깽판치고 사고치는 이야기 
			
			
			
				
				
				
				신고
			
			
			",288
"2875","
			
			
			
				스파이더맨: 홈커밍
			
			
			애기거미ㅜㅜㅜㅜ 적당한 너드미까지 귀여워서 현기증남ㅋㅋㅋ간만에 엄청 유쾌하게봤다!! 
			
			
			
				
				
				
				신고
			
			
			",288
"2876","
			
			
			
				스파이더맨: 홈커밍
			
			
			재밌게 봤습니다 액션좋고 
			
			
			
				
				
				
				신고
			
			
			",288
"2877","
			
			
			
				스파이더맨: 홈커밍
			
			
			재미있습니다 ㅎㅎㅎㅎ 
			
			
			
				
				
				
				신고
			
			
			",288
"2878","
			
			
			
				스파이더맨: 홈커밍
			
			
			적당히 하이틴 시절 스럽고, 적당히 어벤져스 느낌나고, 꽤 유쾌하며 스파이더맨 유전자를 잃지않았다 ^-^ 
			
			
			
				
				
				
				신고
			
			
			",288
"2879","
			
			
			
				스파이더맨: 홈커밍
			
			
			씨.. bar 조낸잼있다. 
			
			
			
				
				
				
				신고
			
			
			",288
"2880","
			
			
			
				스파이더맨: 홈커밍
			
			
			마블에서의 첫 스파이디라서 그런지 임팩트가 부족한 면이 있네요. 무난무난합니다 
			
			
			
				
				
				
				신고
			
			
			",288
"2881","
			
			
			
				스파이더맨: 홈커밍
			
			
			완벽한 홈커밍!!!! 
			
			
			
				
				
				
				신고
			
			
			",289
"2882","
			
			
			
				스파이더맨: 홈커밍
			
			
			또보고싶다 ㅠ 스파이더맨 시리즈는 이대로 쭉 톰홀랜드로 해주세요 
			
			
			
				
				
				
				신고
			
			
			",289
"2883","
			
			
			
				스파이더맨: 홈커밍
			
			
			볼만하네여 슾디귀여움 
			
			
			
				
				
				
				신고
			
			
			",289
"2884","
			
			
			
				스파이더맨: 홈커밍
			
			
			최고입니다! 믿고보는 마블 
			
			
			
				
				
				
				신고
			
			
			",289
"2885","
			
			
			
				스파이더맨: 홈커밍
			
			
			쿠키두번째영상은 굳이 안봐도 되는듯. 다른 어벤져스보다 젊은이의 느낌이 나서 더 재밌었다. 
			
			
			
				
				
				
				신고
			
			
			",289
"2886","
			
			
			
				스파이더맨: 홈커밍
			
			
			먼가. 한방이. 있을줄. 알앗다끝이. 허무햇다. 
			
			
			
				
				
				
				신고
			
			
			",289
"2887","
			
			
			
				스파이더맨: 홈커밍
			
			
			아이언맨이 만들어준 스파이더맨 슈트 작살입니다. 아이언맨,캡틴아메리카도 같이 나와 더 잼있어요영화 끝나고 쿠키영상 2개가 나오는데, 대박입니다!!꼭 보셔요!! 하나는 다음편 예상영상, 다른하나는 마블세계관을 알리는 중요메세지^^ 
			
			
			
				
				
				
				신고
			
			
			",289
"2888","
			
			
			
				스파이더맨: 홈커밍
			
			
			아이언맨 : 홈커밍아이언맨 비중과 어벤져스틀에 너무 맞추려는데 상관없이 잼씀 
			
			
			
				
				
				
				신고
			
			
			",289
"2889","
			
			
			
				스파이더맨: 홈커밍
			
			
			역시는 역시 역시군!! 
			
			
			
				
				
				
				신고
			
			
			",289
"2890","
			
			
			
				스파이더맨: 홈커밍
			
			
			쫄쫄이와 아이언 슈트를 합쳐 놓은듯한 강력한 중2병 스파이더맨 
			
			
			
				
				
				
				신고
			
			
			",289
"2891","
			
			
			
				스파이더맨: 홈커밍
			
			
			가가나나다다바바사사 
			
			
			
				
				
				
				신고
			
			
			",290
"2892","
			
			
			
				스파이더맨: 홈커밍
			
			
			난 솔직히 엄청 지루했음 
			
			
			
				
				
				
				신고
			
			
			",290
"2893","
			
			
			
				스파이더맨: 홈커밍
			
			
			수트필요없겟던디?일반인이아닌듯 
			
			
			
				
				
				
				신고
			
			
			",290
"2894","
			
			
			
				스파이더맨: 홈커밍
			
			
			재밌게봤음 후기후깋ㄱ 
			
			
			
				
				
				
				신고
			
			
			",290
"2895","
			
			
			
				스파이더맨: 홈커밍
			
			
			역시 마블은 실망시키지않아 믿.마 
			
			
			
				
				
				
				신고
			
			
			",290
"2896","
			
			
			
				스파이더맨: 홈커밍
			
			
			유머와 액션이 잘 조화된 영화 
			
			
			
				
				
				
				신고
			
			
			",290
"2897","
			
			
			
				스파이더맨: 홈커밍
			
			
			만족 만족시간이 빨리가 ㅠㅜ 
			
			
			
				
				
				
				신고
			
			
			",290
"2898","
			
			
			
				스파이더맨: 홈커밍
			
			
			쌈박하다~ㅎㅎㅎㅎ 재미있네요~~~^^ 
			
			
			
				
				
				
				신고
			
			
			",290
"2899","
			
			
			
				스파이더맨: 홈커밍
			
			
			내가 본 쿠키 영상중 가장 인상적이며, 충격이었다.특히 2번째는 정말..  대단했다. 
			
			
			
				
				
				
				신고
			
			
			",290
"2900","
			
			
			
				스파이더맨: 홈커밍
			
			
			기대를 많이 안해서 그런지..  그냥그런 정도?  엄청 재미있지도 않고.. 약간의 재미도있는.. 
			
			
			
				
				
				
				신고
			
			
			",290
"2901","
			
			
			
				스파이더맨: 홈커밍
			
			
			기대를 많이 안해서 그런지..  그냥그런 정도?  엄청 재미있지도 않고.. 약간의 재미도있는.. 
			
			
			
				
				
				
				신고
			
			
			",291
"2902","
			
			
			
				스파이더맨: 홈커밍
			
			
			3d로볼걸그랬어요스토리도재미있고로다쥬도볼수있어너무좋았숩니다 다시 보고 싶네요 
			
			
			
				
				
				
				신고
			
			
			",291
"2903","
			
			
			
				스파이더맨: 홈커밍
			
			
			예전에 비해 좀 더 색달라진 스파이더맨 
			
			
			
				
				
				
				신고
			
			
			",291
"2904","
			
			
			
				스파이더맨: 홈커밍
			
			
			그동안 스파이더맨중에 이번 스파이더맨이 역활젤 잘 소화하는거같네요 깨방정 넘나됴음♡ 데드풀이랑 케미 상상하니 쩌르쩌르해용-* 
			
			
			
				
				
				
				신고
			
			
			",291
"2905","
			
			
			
				스파이더맨: 홈커밍
			
			
			역시 마블영화답게 시간가는줄 모르고 봤습니다. 
			
			
			
				
				
				
				신고
			
			
			",291
"2906","
			
			
			
				스파이더맨: 홈커밍
			
			
			스파이더맨의 성장기. 나쁘지 않았다 
			
			
			
				
				
				
				신고
			
			
			",291
"2907","
			
			
			
				스파이더맨: 홈커밍
			
			
			쿠키영상 보라는 베스트 평가가 진짜 낚는  글 아니냐 ??이글보고 영상보고 나왔는데 열받네 ㅋㅋ 그냥 안보는게 좋아요  클레멘타인에 있는 글들은  낚으려는 의도보단  유머글들이고 .. 
			
			
			
				
				
				
				신고
			
			
			",291
"2908","
			
			
			
				스파이더맨: 홈커밍
			
			
			대만족 너무재밌게봤어요 
			
			
			
				
				
				
				신고
			
			
			",291
"2909","
			
			
			
				스파이더맨: 홈커밍
			
			
			쿠키 식스센스급 반전ㅋㅋ 
			
			
			
				
				
				
				신고
			
			
			",291
"2910","
			
			
			
				스파이더맨: 홈커밍
			
			
			재미있었음 매우매우매우 
			
			
			
				
				
				
				신고
			
			
			",291
"2911","
			
			
			
				스파이더맨: 홈커밍
			
			
			거의 모든 DC/마블 영화를 봤었고, 그 중 홈커밍은 시리즈이거나, 혹은 시리즈를 꾀했던 히어로 영화 중에 가장 좋은 시작편이었다. 성공한 개척자였던 샘 레이미의 스파이더맨이나 아이언맨 1편의 업적을 인정하지만, 재미는 홈커밍이 더  좋았다 
			
			
			
				
				
				
				신고
			
			
			",292
"2912","
			
			
			
				스파이더맨: 홈커밍
			
			
			역대 스파이더맨 중 가장 활발함이 돋보여서 영화 전체를 지루하지 않게 만들어준다. 스파이더맨의 수다스러운 캐릭터 성향을 잘 보여준 톰 홀랜드라는 배우를 처음 접한 건 내게 행운. 
			
			
			
				
				
				
				신고
			
			
			",292
"2913","
			
			
			
				스파이더맨: 홈커밍
			
			
			재밌당당다앋아ㅏㅏㅏㅏ 
			
			
			
				
				
				
				신고
			
			
			",292
"2914","
			
			
			
				스파이더맨: 홈커밍
			
			
			즐겁고 유쾌하구 재밌습니다 ㅎㅎㅎ  연인끼리 보러가셔요 ㅎㅎ 스트레스해소♡ 
			
			
			
				
				
				
				신고
			
			
			",292
"2915","
			
			
			
				스파이더맨: 홈커밍
			
			
			스파이더맨 이거 명작임 꼭보세여 
			
			
			
				
				
				
				신고
			
			
			",292
"2916","
			
			
			
				스파이더맨: 홈커밍
			
			
			시리즈중 가장볼만했음 재밌어요 
			
			
			
				
				
				
				신고
			
			
			",292
"2917","
			
			
			
				스파이더맨: 홈커밍
			
			
			봤던 시리즈물중에서 제일재밌게봤던거같아여!!안보신분들은 꼭보세요! 두번보세요! 
			
			
			
				
				
				
				신고
			
			
			",292
"2918","
			
			
			
				스파이더맨: 홈커밍
			
			
			평점조작알바 또시작이네ㅋㅋㅋ자기취향아니라고 1점주고유치하다고 1점주고ㅋㅋㅋ이게 유치하면 이보다 스케일작은영화는 영화도아니겠다? 
			
			
			
				
				
				
				신고
			
			
			",292
"2919","
			
			
			
				스파이더맨: 홈커밍
			
			
			그래  바로 이런 영화를 원했다. 
			
			
			
				
				
				
				신고
			
			
			",292
"2920","
			
			
			
				스파이더맨: 홈커밍
			
			
			재미있긴한데.... 쿠키영상 때문에 깍는다...궁금하면 필 관람 
			
			
			
				
				
				
				신고
			
			
			",292
"2921","
			
			
			
				스파이더맨: 홈커밍
			
			
			난  역대 스파이더맨중에 톰 홀랜드가 제일 좋았음 ㅠ똥꼬발랄함을 사랑하는 나이기에 :D 
			
			
			
				
				
				
				신고
			
			
			",293
"2922","
			
			
			
				스파이더맨: 홈커밍
			
			
			애들보는 수준이엥요 중간에 지루하고 잘 잤어요 
			
			
			
				
				
				
				신고
			
			
			",293
"2923","
			
			
			
				스파이더맨: 홈커밍
			
			
			쿠키영상보고 내가 왜 여기있나 자괴감이 들었다.. 
			
			
			
				
				
				
				신고
			
			
			",293
"2924","
			
			
			
				스파이더맨: 홈커밍
			
			
			너무너무 재밌어요ㅎㅎ 
			
			
			
				
				
				
				신고
			
			
			",293
"2925","
			
			
			
				스파이더맨: 홈커밍
			
			
			시간 가는줄 모르고 봄 영화 
			
			
			
				
				
				
				신고
			
			
			",293
"2926","
			
			
			
				스파이더맨: 홈커밍
			
			
			스파이더맨 중에서는 최고였습니다 
			
			
			
				
				
				
				신고
			
			
			",293
